Rating,Title,Comment,Length,Scores,Compound,Sentiment_Score,Rating_to_Sentiment
1,e gift voucher take day arrive via email support responsive,e gift voucher take day arrive via email mentioned website e gift term condition telephone support atrocious email web form support non existent ticket opened two day ago responded web chat service take hour connect agent start queue number sometimes update support eventually come back said mentioned gb website pretty sure mentioned website used purchasing e gift voucher case writing small print,337,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.9666}",0.9666,positive,negative
1,worthless policy know,like paying euro print boarding pa dont accept phone like everyone else like clicking addons two time try flip yes later booking process go great company,128,"{'neg': 0.06, 'neu': 0.548, 'pos': 0.392, 'compound': 0.9025}",0.9025,positive,negative
4,trusty amp good price,trusty good price travel quite often airasia australia thailand never difficulty always ok price,83,"{'neg': 0.094, 'neu': 0.499, 'pos': 0.406, 'compound': 0.739}",0.739,positive,positive
1,pathetic experience air asia,pathetic experience air asia bought air asia ticket euro future wife puerto princesa palawan manila given usual still acceptable delay company taken flight september st allow take intercontinental emirate flight manila france september serenity august pm late eve travel got first mail air asia saying regret inform flight z scheduled start puerto princesa manila august cancelled due additional servicing assigned aircraft new flight detail flight number z departure pps pm h local time happens mnl pm h local time assistance may choose one following service recovery option one time free move flight within day convert fare amount credit shell valid day refund etc sincerely airasia pm received sm air asia telling dear valued guest pnr sjkjj flight z pps mnl aug cancelled moved z netd pm h flight assistance kindly call pm check registered email information expression netd made sm particularly incomprehensible know could catch plane pm september st september first case also could take risk company could delay flight next morning since often late take emergency philippine airline ticket euro based mail therefore asked refund website company sent requested file mail august company asked thing august send reminder august got generic acknowledgement receipt august telling refund process nothing recalled september response anymore future wife came back manila schengen appointment french embassy advanced asked air asia could change flight paying supplement answer took flight cebu airline conclusion company respect usual basic commitment profession legitimate refund made flight puerto manila finally paid equivalent euro called low cost company honor flight puerto manila paid euro next flight december manila puerto back philippine airline actually flight air asia company proved twice expensive philippine airline advice take company reliable schedule contractual term lose money mention serious incident affected recent month travel asia better offer serenity give financial contractual reliability good board service company,1742,"{'neg': 0.083, 'neu': 0.797, 'pos': 0.12, 'compound': 0.9246}",0.9246,positive,negative
5,fantastic airline,fantastic airline flown time last year suffered delay flight staff dealt one bad experience desk agent bad day,93,"{'neg': 0.43, 'neu': 0.447, 'pos': 0.124, 'compound': -0.836}",-0.836,negative,positive
1,never ever buy anything,never ever buy anything reason usually fault want request refund money never come back ignore claim without explanation,102,"{'neg': 0.128, 'neu': 0.711, 'pos': 0.162, 'compound': -0.0747}",-0.0747,neutral,negative
1,air asia big big marketing stunt reality,dear please beware big loyalty program marketing stunt reality behind always book attaching big id however point awarded fill form claim mail get auto reply thanks contacting airasia big get touch shortly last hear even remind waste time marketing stunt,214,"{'neg': 0.055, 'neu': 0.669, 'pos': 0.276, 'compound': 0.8807}",0.8807,positive,negative
1,staged quot bug quot clicking want insurance,option click want insurance booking flight air asia malaysia website everytime choose buy insurance website break claiming bug tried time whole process every time however choose buy insurance slip without problem since clearly unlawful scam airasia malaysia document matter hope wrongdoing penalized,258,"{'neg': 0.12, 'neu': 0.727, 'pos': 0.153, 'compound': -0.1027}",-0.1027,neutral,negative
1,one worst website ever,one worst website ever even book flight also charge fee using credit card thanks,67,"{'neg': 0.199, 'neu': 0.534, 'pos': 0.267, 'compound': 0.1027}",0.1027,neutral,negative
1,throw away luggage,stay away airasia lousy company lost bag month told still kuala lumpur airport refuse ship highly incompitent supposed go kuala lumpur claim bag lost live copenhagen never going use company,160,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.8519}",-0.8519,negative,negative
1,worst,airasia mnl booked flight mom checked via web problem acknowledge fault printout boarding pa mom asked lady counter printout boarding pa way said already boarding said rebook another flight mom inisisted needed boarding pa one team cared took min announced name last call late get boarding pa called name never flying,267,"{'neg': 0.096, 'neu': 0.854, 'pos': 0.05, 'compound': -0.3818}",-0.3818,negative,negative
1,please u favour shut airline,air asia expanding fast take control people work airline totally agree air asia customer say tony fernandes ceo take care stuff member expanding actually shut airline booked flight kuala lumpur auckland person sport equipment check counter refused go flight considered passport damaged passport detail page torn top page big still intakt photo damage detail damage able scan stuff check counter air asia really naughty send service counter service counter stuff member overchallenged people standing complain stuff member could say cannot fly passport consider damage thats kidding sending one manager another counter talking telling since travel never issue manager didnt care said like others really rude attitude dont give explanation dont care treat bad way manager stuff member talk super rude naughty air asia low fare airline think dont give treat people even acceptable treat customer way give right reason way treat make angry aggressive situation fight manner attitude traveling australia malaysia thailand myanmar india nepal back malaysia without problem passport torn detail page one custom even immigration country mentioned anything plus opinion immigration custom could easily let know passport considered damage passport hand every single time enter country people immigration close look scan passport flip also hotel passport get used scanning course travel lot passport get wear tear actually get notice airline immigration passport torn refuse get flight refuse afraid pay fine come immigration country course dont want pay fine air asia want soak money dont get refund back ing problem passport seriously research found existing bad review good one never ever like travel budget reason treat customer like surely future pay flight excellent service,1505,"{'neg': 0.216, 'neu': 0.634, 'pos': 0.15, 'compound': -0.9223}",-0.9223,negative,negative
2,slight hiccup booking lead downward spiral ridiculousness,recent bad experience company booking ticket kul kix initially booked premium flatbed promo price week later received email regarding flight reschedule asked choose either schedule another date receive credit shell submitted form inquire credit shell ended booking canceled refunded credit voucher form submitted another form get booking reinstated lost premium flatbed requested back forth reinstated back original service class insisted saying flatbed seat limited available till still struggling claiming back service class originally paid travel date nearing resolve issue pay extra luggage allowance meal felt cheated scammed live chat web customer service rep time end telling submit eform feuling vicious cycle despair,624,"{'neg': 0.164, 'neu': 0.731, 'pos': 0.104, 'compound': -0.743}",-0.743,negative,negative
1,horrible customer treatment,worst airline ever service unclear confusing get corect reliable info easily customer support horrible tried contacting several time live chat waiting time always hr would always cut got turn tried calling several tine finally got agent phone barely speak english seemed stupid help minute line trying explain problem worth trouble,282,"{'neg': 0.32, 'neu': 0.542, 'pos': 0.138, 'compound': -0.9136}",-0.9136,negative,negative
1,cancelled flight rescheduled nd,st flight booked got cancelled nd got scheduled absolute joke airline never choose flight cheaper airline time cheaper better service air asia avoid enjoy hassle,137,"{'neg': 0.129, 'neu': 0.615, 'pos': 0.255, 'compound': 0.6249}",0.6249,positive,negative
5,good usually ver cheap,lived year singapore using air asia many time travelling neighboor country weekend many flight many route get good rate book advance,112,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404,positive,positive
1,check system total suck,check system total suck booked son self checked different seat number son board asked seat son flight attendant cannot find seat trade sit son self check really suck doesnt make sense book flight set got different seat check using self check fix fight number qz jogja jakarta,229,"{'neg': 0.158, 'neu': 0.792, 'pos': 0.049, 'compound': -0.7783}",-0.7783,negative,negative
1,budget mean poor customer service,sure company heard term time money know business practice time incredibly valuable lack respect time passenger every single flight beyond word single flight took airline time contrary every one severely delayed seriously cheap cannot even offer free water customer lastly duty free shopping inflghtt option see cart nearly empty every single item available available long time according air hostess airline become disgustingly greedy forget serve exist customer would business,408,"{'neg': 0.273, 'neu': 0.625, 'pos': 0.101, 'compound': -0.9086}",-0.9086,negative,negative
2,low cost get low cost,airline get asia moving truly low cost expect large queue unfriendly staff enormous flight delay customer service whatsoever budget allows alternative use many much better low cost carrier operating region hand website booking process seamless top user friendly,224,"{'neg': 0.173, 'neu': 0.558, 'pos': 0.269, 'compound': 0.7184}",0.7184,positive,negative
1,avoid dont buy travel insurance travel,flight took basically bought ticket h earlier scheduled time even possible take stop selling ticket even though provided necessary contact information email local mobile number got know early departure arrival airport insane course replaced ticket next day flight even though ticket least twice cheaper difference covered stay dirty overpriced hotel overnight instead staying nice ocean view hotel booked night price another island ruined vacation plan hotel pay lucky could afford since another guy meet hour way sleep airport afford paying two hotel night together flight ticket bought tune protect travel insurance airasia suppose represent u situation like cover expense however expense covered yet represent u represent airasia,626,"{'neg': 0.104, 'neu': 0.795, 'pos': 0.101, 'compound': -0.0772}",-0.0772,neutral,negative
1,fraud,traveled quite lot air asia time though ordered wrong date went air asia yangoon airport book new ticket ask old one air asia specificly told u could get refund luggage airport tax apply homepage thought point time tax luggage went homepage found contact e mail found anywhere form fill checked meet criterias everytime applied got automated none replyable mail saying meet criterias applied time result there office air asia denmark look like way getting money back think worst service ever totally fraud,424,"{'neg': 0.126, 'neu': 0.846, 'pos': 0.028, 'compound': -0.8687}",-0.8687,negative,negative
5,really rate airline,based south east asia rely great low cost airline get around great staff never issue delay happy big shot loyalty programme could offer price low quality high cant complain,144,"{'neg': 0.164, 'neu': 0.478, 'pos': 0.359, 'compound': 0.8616}",0.8616,positive,positive
1,delay upon delay upon delay,horrible experience travelling manila puerto princesa back flying airasia way delayed hour meant almost make connecting flight manila flying puerto princesa staff simply unprofessional give information delay estimated departure time passed prevents purchasing new ticket another company instead spend time check area counted people behind desk absolutely nothing buy ticket promise regret,337,"{'neg': 0.254, 'neu': 0.725, 'pos': 0.021, 'compound': -0.9255}",-0.9255,negative,negative
1,worst costumer service ever,leave chat ask question got respond email even though two month even got email back saying received request answer never,101,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.0516}",-0.0516,neutral,negative
5,super service twice,air asia changed flight time flight morning till afternoon needed arrive morning minute chat flight time changed evening cost u one night hotel ok time trip bought ticket air asia another company ticket never got visible air asia homepage member section possible modify ticket one traveler e mail air asia day later booking mapped member id e mail able modify booking traveler better thank kind help future make sure buy ticket directly air asia,372,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.9325}",0.9325,positive,positive
1,shocking,website mess work add ons ask remove gave useless website,48,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.6486}",-0.6486,negative,negative
3,okay budget airline,price wise quite cheap compared airline experienced quite delay flight attendant okay super professional acceptable plane nice food okay would fly prefer garuda,138,"{'neg': 0.075, 'neu': 0.464, 'pos': 0.461, 'compound': 0.9063}",0.9063,positive,neutral
1,unprofessional check tactic airasia,arrived klia terminal two check airasia domestic flight passenger front minute departure time took check desk minute process passenger told late flight check luggage made pay penalty transfer later flight upon entering departure lounge initial flight supposed take delayed hour wrote airasia customer service express injustice airasia actually profited imposing penalty passenger arrive check desk good time cannot checked due airasia incompetency one check desk multiple flight wholly unethical win win arrangement airasia received generic really airasia indicating passenger required check hour flight time expected arrive check desk start scene business trip potential loss business trading well lack professional etiquette airasia enough persuade never use please use airasia way learn decent customer care via loss earning pay attention feedback trust pilot learnt victim,754,"{'neg': 0.195, 'neu': 0.667, 'pos': 0.139, 'compound': -0.5664}",-0.5664,negative,negative
1,incredibly bad,cancelled flight hour due depart rescheduled hour later spend day night airport airline refused provide accommodation worst part trying contact customer service compensation nightmare refuse reply waited hour queue live chat got number queue failed progress guess live chat even work one incident look departure board airport see delay cancellation regular occurrence airport warned anything go wrong get money back,356,"{'neg': 0.282, 'neu': 0.663, 'pos': 0.054, 'compound': -0.9451}",-0.9451,negative,negative
4,strong star,happend travaling around year asia region course use airasia cheap fast affordable almost everyone course business class pay le air agent pretty high man time feel uncomfortable chair little space leg main plus price cheap almost every time could buy ticket always free seat course fly long trip like flying hour chose comfortable company flight round hour definitely choose airasia thanks guy affordable price,347,"{'neg': 0.051, 'neu': 0.719, 'pos': 0.23, 'compound': 0.9313}",0.9313,positive,positive
1,would rather leave stranded,company care customer flying hong kong sydney via kuala lumpur short changeover tried get put bag could done technically separate booking somewhat understandable really hard work around even charge fee flight delayed long minute enough make miss next flight go immigration painfully slow airasia special baggage claim custom asked different airasia people baggage area please notify upstairs way soon really want way pretty normal request way far got desk minute departure right cut time already closed people amazingly unhelpful telling go different desk finally got talk someone told page australian dollar usd usd whole original booking get next night despite delay slow staff stopped getting onto another airasia flight told customer service man ridiculous cry booked another website really screwing airasia get benefit like sorry happy company sell ticket behalf sell happy price get allow sell cheaply take money cry victim customer actually deliver service half decent airline would try work get somewhere stay food voucher airasia interest either simply money got booked bad website bad fix booking customer service person even willing help find hotel beyond road minute idea airport worked unsure locker could put bag away flight put free half empty like taking space wanted charge get ticket said first time pathetic customer service pathetic company would honestly rather leave stranded meant take advantage situation put asked man could waive fee apparently computer allow kind company give control people ground dealing customer customer service one sure airasia got lose alone never fly ever family happily warn anyone mention flying asia company would mean,1417,"{'neg': 0.161, 'neu': 0.653, 'pos': 0.186, 'compound': 0.8978}",0.8978,positive,negative
1,unbelievable lack sympathy,holiday thailand wife called say mother died needed u back quickly get funeral abandon holiday wife daughter flown airasia singapore completely book new ticket would allow make claim refund passionate ground simply change return date quite simple tried seek refund almost year providing death certificate evidence despite submitted email document least dozen time keep getting answer record claim please file weblink exist tricky make try file claim dead link fed customer service pathetic never use,425,"{'neg': 0.229, 'neu': 0.638, 'pos': 0.134, 'compound': -0.8817}",-0.8817,negative,negative
2,cheap good way,one acknowledge airasia flight many case quite cheap sale trick equally cheap nasty first see price expect add top seat luggage food also try trick buying issurance traveller already anyway worst check usd fee added pay ticket credit card malaysian way pay discriminatory e usd top usd ticket per order perhaps understandable however ticket would usd easily pay ticket,310,"{'neg': 0.211, 'neu': 0.667, 'pos': 0.122, 'compound': -0.6402}",-0.6402,negative,negative
1,poor slow outdated,lowcosters experienced airasia deserves worst feedback good thing relatively clean fresh jet rest horrible service slow stupid served food hr take night flight event clue organise food ordering properly flight attendant work individually passenger take order accept payment bring change put list etc etc take minute serve one passenger food horrible nice brochure photo reality bite first run good meal almost immediately remains stupid malaysian fried rice somethig else spicy specifically asked flight attendant told spicy appeared daughter could eat ended buying food flight way back one thing even serve free drinking water outrageous finally entertainment device tablet rent limited amount look like pre order make sense brochure clearly state rent fly look know expect much low coster airasia seems way outdated compared modern mechanism client service need improve want compete normal company,767,"{'neg': 0.147, 'neu': 0.666, 'pos': 0.187, 'compound': 0.5859}",0.5859,positive,negative
1,cheap airline cheap customer service,never ever travel always trying get money travelling hyd india dp bali issue single pnr made lose money need tranist visa malaysia even thought official website say otherwise rude manager could helped u clubbing ticket said dint check call anyone job please customer thing thing kept repeating cheap airline anything wanted better service opted airline along people lost money book airline hope company shuts lose job took video manager threatening stop video recording,397,"{'neg': 0.186, 'neu': 0.721, 'pos': 0.093, 'compound': -0.802}",-0.802,negative,negative
2,ever buy airasia asean pa,money drain cannot book promised flight even though month advance also airasia company policy never refunding,94,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2755}",-0.2755,negative,negative
1,warning extremely bad experience forced buy extra ticket airline,airline airasia let u check even though spent hour queue minute remaining flight departure sign desk said check minute departure forced way counter getting ahead many waiting people told woman must help u right away answer late checking also tell go one servicedesk get help one open lot people queue arriving servicedesk lot angry people stand issue regarding flight flight people problem different flight airline get line pushed way counter right away said emergency help right still minute departure personal answer late check buy new ticket another flight get angry say take baggage handbaggage border plane allowed border minute departure still time make personal say refuse answer comment question ignoring completaly rais voice demand help need talk chief chief arrives minute tell calm step aside need raise voice tell child getting plane matter help buy new ticket without previous promo deal another plane also tell pay penaltyfee maybe arrange part favour tell cry reason bought promo ticket lowcost airline money option also say airport night long waiting hour line told people check close get help despite long line initially front u still pay new ticket time asked people help right away time ending also ready rum board plane bag handbaggage even though paid baggage drop man said called passenger flight contact counter check many time hour hear two people next also agreed getting information man said finally forced buy new ticket paying trip two time loan money man also said would charge penaltyfee meant people sitution got different deal problem finally wanted greatful helped humiliated mistreated ruined standing two child airport kuala lumpur celebrate son survival severe cancer trip money loan able afford leaving experience,1477,"{'neg': 0.148, 'neu': 0.748, 'pos': 0.104, 'compound': -0.9186}",-0.9186,negative,negative
1,extremely bad service,flight banda ache kuala lumpur hour flight hour delaid one got kind information minute original boarding time result missed flight singapore kl time fix new way get singapore help airasia banda ache told delay caused kl kl went airasia counter got message help anything apperantly buy stupid extra insurance choice either buy new ticket figure another way get singapore ended going nighttrain really cheap realy nice never fly airasia ever,370,"{'neg': 0.15, 'neu': 0.688, 'pos': 0.162, 'compound': 0.2648}",0.2648,positive,negative
1,bad booking system ever,thing fine till try change anything fine non refundable booking system allow see final payment till last page warning whatsoever charged double end end forced accept change even though still finished payment unacceptable booking screwed proceed payment everything gone take little money airasia know never booked family everyone convinced never,295,"{'neg': 0.209, 'neu': 0.623, 'pos': 0.168, 'compound': -0.5574}",-0.5574,negative,negative
5,everyone fly,thanks airasia always fly exciting promo,35,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.7269}",0.7269,positive,positive
5,great price indeed,flown air asia several time experience good pay really get case extra charge food beverage luggage seating choice etc smart going booking flight make sure choose pay add ons advance pay le even still managed save ton made travelling budget possible,208,"{'neg': 0.085, 'neu': 0.69, 'pos': 0.225, 'compound': 0.836}",0.836,positive,positive
3,get want long way round get,booked flight bkk ygn return recently internet uk already flight booked bkk lhr although sponsoring queen park ranger uk air asia owner truly international figurehead interest f well surprised although price quoted pound actually pay pound booking flight another country paid thai baht understand airline low cost every step seem take add money instance add insurance price even actually untick box box come asks whether really want cancel click cancel instead ok little underhand ask also unclick option reserve actual seat want one make money pre booked seat well rather click seat want reserve one also seems impossible actually find e mail address write issue although contact number ring never actually get real human speak however price good competitive worked website work impossible book heard excellent low cost airline looking forward writing review tested product next year,748,"{'neg': 0.065, 'neu': 0.751, 'pos': 0.184, 'compound': 0.9374}",0.9374,positive,neutral
